{https://registry.gdi-de.org/id/de.hh.up}name,{https://registry.gdi-de.org/id/de.hh.up}dhid,{https://registry.gdi-de.org/id/de.hh.up}linien,{https://registry.gdi-de.org/id/de.hh.up}linienzahl,{https://registry.gdi-de.org/id/de.hh.up}art,{https://registry.gdi-de.org/id/de.hh.up}abfahrten,{https://registry.gdi-de.org/id/de.hh.up}geom,CRS
S Mittlerer Landweg,de:02000:21014::210031,"221,230,321,330,430,530",6,Stadtbus,166,POINT (10.131940 53.497330),EPSG:4326
Rungedamm (Ost),de:02000:21015:1:210033,"230,321,430,530",4,Stadtbus,228,POINT (10.126810 53.493570),EPSG:4326
Am Gleisdreieck,de:02000:21016::210188,"230,321,430,530",4,Stadtbus,228,POINT (10.128910 53.495320),EPSG:4326
Mittlerer Landweg (Süd),de:02000:21017::210085,321,1,Stadtbus,33,POINT (10.119061 53.488847),EPSG:4326
Moorfleeter Deich (Ost),de:02000:21018::210086,"321,530",2,Stadtbus,65,POINT (10.115810 53.485350),EPSG:4326
Pumpwerk Allermöhe,de:02000:21019::210087,321,1,Stadtbus,34,POINT (10.117708 53.482014),EPSG:4326
Allermöher Deich 75,de:02000:21020::210088,321,1,Stadtbus,34,POINT (10.123061 53.482946),EPSG:4326
Allermöher Kirche,de:02000:21021::210089,321,1,Stadtbus,34,POINT (10.128860 53.482160),EPSG:4326
Allermöher Deich 187,de:02000:21022::210090,321,1,Stadtbus,34,POINT (10.141371 53.475387),EPSG:4326
See Hinterm Horn,de:02000:21023::210091,321,1,Stadtbus,34,POINT (10.158431 53.474785),EPSG:4326
Hans-Duncker-Straße (Nord),de:02000:21024::210114,"230,530",2,Stadtbus,185,POINT (10.118624 53.492630),EPSG:4326
Fockenweide,de:02000:21025::210062,"221,234,N610",3,"Nachtbus, Stadtbus",262,POINT (10.178681 53.490476),EPSG:4326
Friedrich-Frank-Bogen (Mitte),de:02000:21026::210061,"221,234,N610",3,"Nachtbus, Stadtbus",262,POINT (10.177880 53.491680),EPSG:4326
Friedrich-Frank-Bogen (Nord),de:02000:21027::210060,"221,234,N610",3,"Nachtbus, Stadtbus",261,POINT (10.179676 53.494112),EPSG:4326
Billwerder Billdeich (Ost),de:02000:21028::210059,"134,221,234,534,N610",5,"Nachtbus, Stadtbus",372,POINT (10.179948 53.495836),EPSG:4326
Bojeweg,de:02000:21030::210053,221,1,Stadtbus,36,POINT (10.174560 53.500860),EPSG:4326
Bojendamm,de:02000:21031::210052,221,1,Stadtbus,36,POINT (10.170710 53.502680),EPSG:4326
Boberger Furtweg,de:02000:21032::210051,221,1,Stadtbus,36,POINT (10.164035 53.506390),EPSG:4326
Billwerder Billdeich 356,de:02000:21034::210049,221,1,Stadtbus,36,POINT (10.153918 53.502506),EPSG:4326
Billwerder Billdeich 318,de:02000:21035::210048,221,1,Stadtbus,36,POINT (10.147850 53.501216),EPSG:4326
Billbrookdeich (Ost),de:02000:21036::210361,330,1,Stadtbus,37,POINT (10.111917 53.530455),EPSG:4326
Rotenbrückenweg,de:02000:21037::210371,330,1,Stadtbus,37,POINT (10.115997 53.530915),EPSG:4326
Allermöher Deich 355,de:02000:21038::210381,321,1,Stadtbus,17,POINT (10.162532 53.472496),EPSG:4326
Allermöher Deich 365,de:02000:21039::210391,321,1,Stadtbus,17,POINT (10.164835 53.472473),EPSG:4326
S Nettelnburg,de:02000:21040::210063,"221,234,235,534,N610",5,"Nachtbus, Stadtbus",274,POINT (10.183120 53.488328),EPSG:4326
Hans-Duncker-Straße (Mitte),de:02000:21042::210115,"230,530",2,Stadtbus,189,POINT (10.115508 53.490490),EPSG:4326
Wilhelm-Iwan-Ring,de:02000:21043::210116,230,1,Stadtbus,157,POINT (10.109318 53.491078),EPSG:4326
Rungedamm (Mitte),de:02000:21044::210118,"230,430",2,Stadtbus,167,POINT (10.110306 53.498875),EPSG:4326
Werner-Witt-Straße (Süd),de:02000:21045::210128,230,1,Stadtbus,157,POINT (10.106591 53.493722),EPSG:4326
Werner-Witt-Straße (Nord),de:02000:21046::210129,"230,430",2,Stadtbus,167,POINT (10.112095 53.496464),EPSG:4326
Billstieg (Kehre),de:02000:21049::210017,"430,432",2,Stadtbus,58,POINT (10.109550 53.533735),EPSG:4326
Hermann-Wüsthof-Ring (Ost),de:02000:21050::210004,230,1,Stadtbus,157,POINT (10.109628 53.493118),EPSG:4326
Von-Scheliha-Straße,de:02000:21053::210136,"329,M12,N629,X30",4,"Expressbus, Metrobus, Nachtbus, Stadtbus",275,POINT (10.162980 53.485830),EPSG:4326
Curt-Bär-Weg,de:02000:21055::210138,"329,M12,N629,X30",4,"Expressbus, Metrobus, Nachtbus, Stadtbus",230,POINT (10.158478 53.484033),EPSG:4326
Herbert-Pardo-Weg,de:02000:21056::210139,"329,M12,N629",3,"Metrobus, Nachtbus, Stadtbus",186,POINT (10.152390 53.484780),EPSG:4326
Adolf-Köster-Damm,de:02000:21057::210146,"329,M12,N629",3,"Metrobus, Nachtbus, Stadtbus",186,POINT (10.146963 53.485414),EPSG:4326
Otto-Grot-Straße,de:02000:21059::210147,"329,M12,N629",3,"Metrobus, Nachtbus, Stadtbus",185,POINT (10.147554 53.488674),EPSG:4326
Karl-Rüther-Stieg,de:02000:21060::210148,"329,M12,N629",3,"Metrobus, Nachtbus, Stadtbus",185,POINT (10.154030 53.489660),EPSG:4326
Sophie-Schoop-Weg,de:02000:21061::210166,"335,N629",2,"Nachtbus, Stadtbus",101,POINT (10.164905 53.489246),EPSG:4326
Auf der Bojewiese,de:02000:21063::210152,221,1,Stadtbus,35,POINT (10.176978 53.497741),EPSG:4326
Berufsschulzentrum Bergedorf,de:02000:21064::210522,"134,534",2,Stadtbus,111,POINT (10.182634 53.491679),EPSG:4326
S Allermöhe,de:02000:21065::210156,"329,335,M12,N629",4,"Metrobus, Nachtbus, Stadtbus",140,POINT (10.158500 53.489820),EPSG:4326
Marie-Henning-Weg,de:02000:21066::210168,"329,M12,N629,X30",4,"Expressbus, Metrobus, Nachtbus, Stadtbus",229,POINT (10.154990 53.484470),EPSG:4326
Fritz-Lindemann-Weg,de:02000:22050::220182,"234,534",2,Stadtbus,206,POINT (10.185430 53.509730),EPSG:4326
Unterer Landweg (Nord),de:02000:21067::210047,"330,430,432",3,Stadtbus,90,POINT (10.110550 53.526230),EPSG:4326
Bredowstraße (Ost),de:02000:21068::210170,230,1,Stadtbus,137,POINT (10.095273 53.519765),EPSG:4326
S Billwerder-Moorfleet,de:02000:21069::210171,"230,430,432",3,Stadtbus,265,POINT (10.095710 53.516470),EPSG:4326
IKEA Moorfleet,de:02000:21070::210172,432,1,Stadtbus,48,POINT (10.096655 53.511117),EPSG:4326
Billwerder Ring (Ost),de:02000:21071::210176,"230,430,530",3,Stadtbus,195,POINT (10.121663 53.494355),EPSG:4326
Hermann-Wüsthof-Ring (West),de:02000:21072::210177,"230,430",2,Stadtbus,176,POINT (10.102146 53.497683),EPSG:4326
Rungedamm (West),de:02000:21073::210178,"230,430",2,Stadtbus,176,POINT (10.096530 53.497590),EPSG:4326
Gewerbegebiet Moorfleet,de:02000:21075::210184,"230,430",2,Stadtbus,176,POINT (10.090881 53.502698),EPSG:4326
Porgesring,de:02000:21076::210761,230,1,Stadtbus,16,POINT (10.097831 53.521708),EPSG:4326
Pinkertweg (Ost),de:02000:21077::210771,"230,430,432",3,Stadtbus,122,POINT (10.103826 53.521647),EPSG:4326
Felix-Jud-Ring (Mitte),de:02000:21081::210811,X30,1,Expressbus,86,POINT (10.153910 53.481310),EPSG:4326
Michael-Pritzl-Weg,de:02000:21082::210821,X30,1,Expressbus,43,POINT (10.157190 53.480910),EPSG:4326
Moorfleeter Deich 380,de:02000:21083::210831,530,1,Stadtbus,32,POINT (10.092453 53.491946),EPSG:4326
Moorfleeter Deich 427,de:02000:21084::210841,530,1,Stadtbus,32,POINT (10.094948 53.487625),EPSG:4326
U Steinfurther Allee,de:02000:22000::220025,"133,233,333,432,733,N619",6,"Nachtbus, Stadtbus",231,POINT (10.139407 53.541207),EPSG:4326
Reclamstraße,de:02000:22001::220016,"133,330,M12,M29,N609,N619",6,"Metrobus, Nachtbus, Stadtbus",450,POINT (10.110141 53.538612),EPSG:4326
Öjendorfer Steinkamp,de:02000:22002::220129,"133,N619",2,"Nachtbus, Stadtbus",77,POINT (10.133210 53.539760),EPSG:4326
Oberschleems,de:02000:22003::220011,"133,N619",2,"Nachtbus, Stadtbus",77,POINT (10.119470 53.538200),EPSG:4326
U Merkenstraße,de:02000:22004:1:220020,"133,432,N619",3,"Nachtbus, Stadtbus",180,POINT (10.127300 53.538790),EPSG:4326
Rahewinkel,de:02000:22005::220042,233,1,Stadtbus,34,POINT (10.154890 53.522760),EPSG:4326
Schlangenkoppel,de:02000:22006::220008,"133,233,333,733,N619",5,"Nachtbus, Stadtbus",291,POINT (10.140480 53.542560),EPSG:4326
"Oststeinbek, Willinghusener Weg",de:02000:22007::220007,"133,233,333,733,N619",5,"Nachtbus, Stadtbus",283,POINT (10.152280 53.542840),EPSG:4326
Haseneck,de:02000:22010::220066,"M12,N609",2,"Metrobus, Nachtbus",250,POINT (10.136781 53.529931),EPSG:4326
An der Schleemer Mühle,de:02000:22013::220136,"M12,N609",2,"Metrobus, Nachtbus",250,POINT (10.115372 53.537578),EPSG:4326
Mehrenskamp,de:02000:22014::220134,"M12,N609",2,"Metrobus, Nachtbus",250,POINT (10.121880 53.534250),EPSG:4326
Steinbeker Marktstraße,de:02000:22015::220133,"M12,N609",2,"Metrobus, Nachtbus",250,POINT (10.127739 53.532418),EPSG:4326
Kirchsteinbek,de:02000:22016::220051,"M12,M29,N609,N610",4,"Metrobus, Nachtbus",475,POINT (10.129140 53.529860),EPSG:4326
Schule Mümmelmannsberg,de:02000:22017::220176,"M12,N609",2,"Metrobus, Nachtbus",250,POINT (10.139240 53.529883),EPSG:4326
Max-Klinger-Straße,de:02000:22018::220128,"M12,N609",2,"Metrobus, Nachtbus",250,POINT (10.144270 53.529810),EPSG:4326
Feiningerstraße,de:02000:22019::220127,"M12,N609",2,"Metrobus, Nachtbus",250,POINT (10.148820 53.529760),EPSG:4326
U Mümmelmannsberg,de:02000:22020::220062,"134,233,332,534,M12,M29,N609,N610",8,"Metrobus, Nachtbus, Stadtbus",615,POINT (10.149870 53.526973),EPSG:4326
Steinbeker Grenzdamm,de:02000:22021::220026,"134,233,332,534,M12,M29,N609,N610",8,"Metrobus, Nachtbus, Stadtbus",699,POINT (10.149970 53.524170),EPSG:4326
Boberg,de:02000:22023::220087,"134,332,534,M12,M29,N609,N610,X32,X80",9,"Expressbus, Metrobus, Nachtbus, Stadtbus",825,POINT (10.166617 53.514606),EPSG:4326
Boberger Drift,de:02000:22024::220077,"332,534,M12,N609",4,"Metrobus, Nachtbus, Stadtbus",329,POINT (10.171744 53.513447),EPSG:4326
Rudorffweg,de:02000:22025::220078,"332,534,M12,N609",4,"Metrobus, Nachtbus, Stadtbus",329,POINT (10.178494 53.512437),EPSG:4326
Mendelstraße,de:02000:22026::220079,"234,332,534,M12,N609",5,"Metrobus, Nachtbus, Stadtbus",533,POINT (10.186942 53.511454),EPSG:4326
Haempten,de:02000:22027::220082,"234,332,M12,N609",4,"Metrobus, Nachtbus, Stadtbus",532,POINT (10.192510 53.511750),EPSG:4326
Am Langberg,de:02000:22028::220073,"534,M12,N609",3,"Metrobus, Nachtbus, Stadtbus",128,POINT (10.157870 53.516000),EPSG:4326
Münterweg,de:02000:22029::220055,"M29,N610",2,"Metrobus, Nachtbus",225,POINT (10.144470 53.527440),EPSG:4326
Billstedter Mühlenweg,de:02000:22030::220050,"330,M29,N610",3,"Metrobus, Nachtbus, Stadtbus",262,POINT (10.115350 53.533330),EPSG:4326
Frobeniusweg,de:02000:22031::220049,"330,M29,N610",3,"Metrobus, Nachtbus, Stadtbus",262,POINT (10.108660 53.537040),EPSG:4326
BG Klinikum Boberg,de:02000:22032::220092,"134,534,M29,N610,X32,X80",6,"Expressbus, Metrobus, Nachtbus, Stadtbus",498,POINT (10.180007 53.507597),EPSG:4326
Grandkoppel,de:02000:22034::220098,"134,234,534,M29,N610,X32,X80",7,"Anruf-Sammel-Taxi, Expressbus, Metrobus, Nachtbus, Stadtbus",714,POINT (10.190540 53.504070),EPSG:4326
Grandkoppelstieg,de:02000:22035::220113,"234,534",2,Stadtbus,210,POINT (10.191844 53.505994),EPSG:4326
Schulenburgring,de:02000:22036::220114,"234,534",2,Stadtbus,207,POINT (10.187510 53.507910),EPSG:4326
Richard-Linde-Weg,de:02000:22039::220099,"134,234,534,N610",4,"Nachtbus, Stadtbus",337,POINT (10.187960 53.501570),EPSG:4326
Havighorster Redder (West),de:02000:22044::220054,"M29,N610",2,"Metrobus, Nachtbus",225,POINT (10.135910 53.527420),EPSG:4326
Moosberg (Pflegezentrum),de:02000:22045::210056,"134,234,534,N610",4,"Nachtbus, Stadtbus",337,POINT (10.182120 53.498050),EPSG:4326
Lohkamp,de:02000:22046::220461,"M29,N610",2,"Metrobus, Nachtbus",225,POINT (10.122720 53.531280),EPSG:4326
Schulredder,de:02000:22048::220074,"534,M12,N609",3,"Metrobus, Nachtbus, Stadtbus",128,POINT (10.163713 53.514306),EPSG:4326
Strietkoppel,de:02000:22052::220150,332,1,Stadtbus,56,POINT (10.153810 53.528580),EPSG:4326
Am Mühlenbach,de:02000:22053::220213,332,1,Stadtbus,56,POINT (10.154318 53.531027),EPSG:4326
Sonnenland,de:02000:22058::220036,432,1,Stadtbus,103,POINT (10.135520 53.537040),EPSG:4326
Oststeinbeker Weg (Mitte),de:02000:22062::220273,432,1,Stadtbus,103,POINT (10.140189 53.538524),EPSG:4326
Oststeinbeker Weg (West),de:02000:22063::220274,432,1,Stadtbus,103,POINT (10.131190 53.535660),EPSG:4326
Schleemer Weg (Nord),de:02000:22069::220293,432,1,Stadtbus,103,POINT (10.114690 53.542450),EPSG:4326
Liebezeitstraße,de:02000:22070::220294,432,1,Stadtbus,103,POINT (10.118870 53.542980),EPSG:4326
Kandinskyallee (Nord),de:02000:22074::220741,332,1,Stadtbus,28,POINT (10.150910 53.532945),EPSG:4326
Fünfhausen (Durchdeich),de:02000:23001::200009,"122,124,127,222,224,422",6,Stadtbus,157,POINT (10.127577 53.444352),EPSG:4326
Fünfhausen,de:02000:23002::230114,"122,127,222,322,422",5,Stadtbus,81,POINT (10.131410 53.444750),EPSG:4326
Schule Fünfhausen,de:02000:23003::230115,"122,127,222,322,422",5,Stadtbus,81,POINT (10.133355 53.448348),EPSG:4326
Durchdeich (Polizei),de:02000:23004::230116,"122,127,222,322,422",5,Stadtbus,80,POINT (10.137525 53.453184),EPSG:4326
Heinrich-Osterath-Straße 241,de:02000:23005::230118,"122,222,322,422",4,Stadtbus,50,POINT (10.141525 53.456289),EPSG:4326
Wulffsbrücke,de:02000:23006::230119,"122,222,322,422",4,Stadtbus,58,POINT (10.136450 53.459309),EPSG:4326
Reitbrooker Hinterdeich,de:02000:23007::230120,"122,222,322",3,Stadtbus,54,POINT (10.139400 53.461210),EPSG:4326
Ochsenwerder Norderdeich 320,de:02000:23008::230188,422,1,Stadtbus,5,POINT (10.130139 53.461507),EPSG:4326
Alte Schule Reitbrook,de:02000:23009::230121,"122,222,322",3,Stadtbus,46,POINT (10.148540 53.467970),EPSG:4326
Vorderdeich 119,de:02000:23010::230123,"122,222",2,Stadtbus,38,POINT (10.152320 53.469160),EPSG:4326
Vorderdeich 75,de:02000:23011::230124,"122,222",2,Stadtbus,38,POINT (10.159796 53.468781),EPSG:4326
Reitbrooker Mühle,de:02000:23012::230125,"122,222",2,Stadtbus,38,POINT (10.171364 53.467587),EPSG:4326
Reitbrooker Mühlenbrücke,de:02000:23013::230130,"122,222",2,Stadtbus,38,POINT (10.175855 53.468229),EPSG:4326
Nettelnburger Landweg (Süd),de:02000:23014::230132,"122,222,321",3,Stadtbus,72,POINT (10.174560 53.471177),EPSG:4326
BAB-Auffahrt Nettelnburg,de:02000:23015::230133,"122,222,321",3,Stadtbus,72,POINT (10.177440 53.475602),EPSG:4326
Allermöher Werftstegel,de:02000:23016::210092,321,1,Stadtbus,34,POINT (10.172450 53.471650),EPSG:4326
Wehrdeich,de:02000:23017::230181,235,1,Stadtbus,113,POINT (10.189520 53.486370),EPSG:4326
Oberer Landweg (Eisenbahnbrücke),de:02000:23018::230135,"122,134,222,234,235,321,M12,N629,X30",9,"Expressbus, Metrobus, Nachtbus, Stadtbus",670,POINT (10.185589 53.487563),EPSG:4326
Kienenhagen,de:02000:23019:1:230180,235,1,Stadtbus,113,POINT (10.188630 53.484090),EPSG:4326
Heulandhagen,de:02000:23020:1:230179,235,1,Stadtbus,113,POINT (10.187300 53.480590),EPSG:4326
Katendeich,de:02000:23023::230177,"235,329,335,N629",4,"Nachtbus, Stadtbus",226,POINT (10.191750 53.476850),EPSG:4326
Nettelnburger Straße,de:02000:23024:1:230050,"227,235,329,335,N629",5,"Nachtbus, Stadtbus",246,POINT (10.195950 53.476290),EPSG:4326
Krapphofschleuse,de:02000:23025,227,1,Stadtbus,43,POINT (10.189511 53.468144),EPSG:4326
Schleusendamm,de:02000:23026,"227,323,427",3,Stadtbus,50,POINT (10.189730 53.465170),EPSG:4326
Curslacker Brückendamm,de:02000:23027:1:230006,"124,223,224,227,323,427",6,Stadtbus,178,POINT (10.199345 53.462942),EPSG:4326
Kirchwerder Landweg 70,de:02000:23028::230010,"124,223,224,323",4,Stadtbus,127,POINT (10.191643 53.457506),EPSG:4326
Kirchwerder Landweg 182,de:02000:23029::230011,"124,223,224,323",4,Stadtbus,127,POINT (10.180351 53.449281),EPSG:4326
Neuengammer Hinterdeich,de:02000:23030::230012,"124,223,224,323",4,Stadtbus,127,POINT (10.176760 53.446670),EPSG:4326
Heinrich-Osterath-Straße (Ost),de:02000:23031::230013,"124,127,223,224,322,323",6,Stadtbus,165,POINT (10.173610 53.444050),EPSG:4326
Am Pavillon,de:02000:43068::430064,345,1,Stadtbus,58,POINT (9.968813 53.433874),EPSG:4326
Kirchwerder Hausdeich (West),de:02000:23032::230066,"124,127,224,322,323",5,Stadtbus,130,POINT (10.184050 53.440819),EPSG:4326
Spritzenhaus,de:02000:23033::230065,"124,127,224,322,323",5,Stadtbus,130,POINT (10.187552 53.437278),EPSG:4326
Hilda-Monte-Weg,de:02000:23034::230223,"134,234,329,335,N629",5,"Nachtbus, Stadtbus",297,POINT (10.170350 53.482320),EPSG:4326
Marschbahndamm,de:02000:23035::230016,"223,323",2,Stadtbus,43,POINT (10.154435 53.428633),EPSG:4326
Howe,de:02000:23036:1:230017,"124,223,224,322,323",5,Stadtbus,128,POINT (10.148350 53.420080),EPSG:4326
Heinrich-Osterath-Straße (Mitte),de:02000:23037::230071,"127,322",2,Stadtbus,38,POINT (10.148811 53.455148),EPSG:4326
Seefelder Fischteiche,de:02000:23038::230070,"127,322",2,Stadtbus,38,POINT (10.157165 53.451042),EPSG:4326
Alte Schule Seefeld,de:02000:23039::230069,"127,322",2,Stadtbus,38,POINT (10.164307 53.444002),EPSG:4326
Fersenweg,de:02000:23040::230015,"223,323",2,Stadtbus,38,POINT (10.158270 53.432970),EPSG:4326
Siedfeld,de:02000:23041::230087,"124,224,322",3,Stadtbus,89,POINT (10.130272 53.433968),EPSG:4326
Kirchwerder Schulweg,de:02000:23042::230086,"124,224,322",3,Stadtbus,89,POINT (10.134400 53.429660),EPSG:4326
Elisabeth-von-Thadden-Kehre,de:02000:23044::230224,"134,234,329,N629",4,"Nachtbus, Stadtbus",248,POINT (10.167456 53.480194),EPSG:4326
Lilo-Gloeden-Kehre,de:02000:23045::230225,"134,234,329,N629",4,"Nachtbus, Stadtbus",248,POINT (10.170514 53.478802),EPSG:4326
Jeanette-Wolff-Ring,de:02000:23046::230226,"134,234,329,N629",4,"Nachtbus, Stadtbus",248,POINT (10.173276 53.477910),EPSG:4326
Fiddigshagen,de:02000:23047::230051,"227,235,329,335,N629",5,"Nachtbus, Stadtbus",272,POINT (10.197900 53.479580),EPSG:4326
Wiesnerring,de:02000:23048::230052,"227,235,329,335,N629",5,"Nachtbus, Stadtbus",269,POINT (10.200080 53.482550),EPSG:4326
Kurt-A.-Körber-Chaussee (Ost),de:02000:23049::230141,"M12,N629,X30",3,"Expressbus, Metrobus, Nachtbus",258,POINT (10.198364 53.488930),EPSG:4326
Stadtteilschule Bergedorf,de:02000:23052::230142,"122,221,222,321,N610",5,"Nachtbus, Stadtbus",126,POINT (10.190493 53.492669),EPSG:4326
Ruselerweg,de:02000:23053::230143,"122,221,222,321,N610",5,"Nachtbus, Stadtbus",126,POINT (10.195760 53.492485),EPSG:4326
Lehfeld,de:02000:23054::230004,"122,124,127,221,223,224,321,4400,8800,X80,X82",11,"Expressbus, Stadtbus",485,POINT (10.207856 53.480609),EPSG:4326
Kurfürstendeich,de:02000:23055::230005,"124,127,223,224",4,Stadtbus,158,POINT (10.201821 53.466456),EPSG:4326
Curslacker Deich 336,de:02000:23057::230038,"127,427",2,Stadtbus,43,POINT (10.207152 53.463795),EPSG:4326
Rieck-Museum,de:02000:23058::230037,"127,427",2,Stadtbus,43,POINT (10.215034 53.458889),EPSG:4326
Neuengammer Hausdeich 421,de:02000:23059::230041,"227,323,427",3,Stadtbus,51,POINT (10.206274 53.457502),EPSG:4326
Warwischer Hinterdeich,de:02000:23060::200025,"120,223,322,323",4,Stadtbus,48,POINT (10.121460 53.425410),EPSG:4326
Wraust,de:02000:23061::230104,"120,223,322,323",4,Stadtbus,46,POINT (10.139553 53.423197),EPSG:4326
Hower Hauptdeich,de:02000:23062:2:230100,"120,223,323",3,Stadtbus,58,POINT (10.148720 53.416260),EPSG:4326
Howe (Ost),de:02000:23063::230101,"120,323",2,Stadtbus,42,POINT (10.152470 53.411370),EPSG:4326
Süderquerweg 263,de:02000:23064::230078,"124,224",2,Stadtbus,90,POINT (10.155766 53.413254),EPSG:4326
Hower Brack,de:02000:23065::230080,"124,223,224",3,Stadtbus,108,POINT (10.150688 53.418456),EPSG:4326
Friedmannbogen,de:02000:23067::230195,"329,N629",2,"Nachtbus, Stadtbus",8,POINT (10.183800 53.477980),EPSG:4326
Richard-Gödeke-Weg,de:02000:23068::230234,"122,222",2,Stadtbus,37,POINT (10.184805 53.485442),EPSG:4326
Henriette-Herz-Ring,de:02000:23071::230202,"134,234,329,335,N629",5,"Nachtbus, Stadtbus",343,POINT (10.172090 53.483600),EPSG:4326
S Nettelnburg (Südeingang),de:02000:23073::230204,"134,234,329,M12,N629,X30",6,"Expressbus, Metrobus, Nachtbus, Stadtbus",488,POINT (10.181110 53.486220),EPSG:4326
Fanny-Lewald-Ring,de:02000:23076::230227,"134,234,329,N629",4,"Nachtbus, Stadtbus",134,POINT (10.175954 53.476637),EPSG:4326
Anton-Rée-Schule,de:02000:23077::230281,329,1,Stadtbus,3,POINT (10.174813 53.482316),EPSG:4326
Billwiese,de:02000:23078::230210,"122,221,222,321,N610",5,"Nachtbus, Stadtbus",125,POINT (10.188535 53.491215),EPSG:4326
Gertrud-Seele-Kehre,de:02000:23081::230811,335,1,Stadtbus,98,POINT (10.173295 53.480695),EPSG:4326
Nettelnburger Kirchenweg,de:02000:23082::230235,"122,222",2,Stadtbus,37,POINT (10.182801 53.480184),EPSG:4326
Siedlung Curslack (Nord),de:02000:23083::230239,"124,127,223,224",4,Stadtbus,158,POINT (10.204790 53.473820),EPSG:4326
Am Schilfpark,de:02000:23085::230851,"122,221,321",3,Stadtbus,95,POINT (10.204704 53.479743),EPSG:4326
Neuengammer Hausdeich 490,de:02000:23086,"227,323,427",3,Stadtbus,56,POINT (10.198517 53.463048),EPSG:4326
In der Hörn,de:02000:23090,227,1,Stadtbus,43,POINT (10.194800 53.474270),EPSG:4326
Freegen,de:02000:23091::230283,"124,224,322",3,Stadtbus,89,POINT (10.129680 53.441730),EPSG:4326
Energie-Campus Bergedorf,de:02000:23093::230932,"122,221,321",3,Stadtbus,47,POINT (10.203608 53.477040),EPSG:4326
Erna-Mohr-Kehre,de:02000:23096::230961,335,1,Stadtbus,98,POINT (10.177359 53.478551),EPSG:4326
Ameisweg,de:02000:23097::230971,335,1,Stadtbus,98,POINT (10.181455 53.476976),EPSG:4326
Gersonweg,de:02000:23098::230981,335,1,Stadtbus,98,POINT (10.182023 53.475156),EPSG:4326
Krapphofstraße,de:02000:23099::230991,335,1,Stadtbus,98,POINT (10.187835 53.475009),EPSG:4326
Neuengammer Hauptdeich,de:02000:24000::240000,"120,227,427",3,Stadtbus,85,POINT (10.251658 53.415970),EPSG:4326
Achterschlag,de:02000:24001:1:240016,"225,328",2,Stadtbus,99,POINT (10.237440 53.467870),EPSG:4326
Wasserwerk,de:02000:24002::240017,"225,328",2,Stadtbus,71,POINT (10.235705 53.462812),EPSG:4326
